,Country (2019),Transactions(down)/Commodity(right),Primary Coal and Peat,Coal and Peat Products,Primary Oil,Oil Products,Natural Gas,Biofuels and Waste,Nuclear,Electricity,Heat,Total Energy,memo: Of which Renewables,All Coal,All Oil,All Inputs
69,Nauru,Liquefaction plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Nauru,Gas works,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Nauru,Blast furnaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Nauru,NGL & gas blending,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Nauru,Oil refineries,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Nauru,Other transformation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Nauru,Energy industries own use,0,0,0,0,0,0,0,-4,0,-4,0,0,0,0
76,Nauru,Losses,0,0,0,0,0,0,0,-16,0,-16,0,0,0,0
77,Nauru,Final consumption,0,0,0,396,0,0,0,114,0,511,0,0,396,396
78,Nauru,Final Energy Consumption,0,0,0,395,0,0,0,114,0,509,0,0,395,395
79,Nauru,Manufacturing  const. and mining,0,0,0,0,0,0,0,7,0,7,0,0,0,0
80,Nauru,Iron and steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Nauru,Chemical and petrochemical,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Nauru,Non-ferrous metals,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Nauru,Non-metallic minerals,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Nauru,Transport equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Nauru,Machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Nauru,Mining and quarrying,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Nauru,Food and tobacco,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Nauru,Paper  pulp and printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Nauru,Wood and wood products,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Nauru,Textile and leather,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Nauru,Construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Nauru,Industry n.e.s,0,0,0,0,0,0,0,7,0,7,0,0,0,0
93,Nauru,Transport,0,0,0,208,0,0,0,0,0,208,0,0,208,208
94,Nauru,Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Nauru,Rail,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Nauru,Domestic aviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Nauru,Domestic navigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Nauru,Pipeline transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Nauru,Transport n.e.s,0,0,0,208,0,0,0,0,0,208,0,0,208,208
100,Nauru,Other Consumption,0,0,0,187,0,0,0,108,0,294,0,0,187,187
101,Nauru,Agriculture  forestry and fishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Nauru,Commerce and public services,0,0,0,0,0,0,0,47,0,47,0,0,0,0
103,Nauru,Households,0,0,0,1,0,0,0,54,0,55,0,0,1,1
104,Nauru,Other consumption n.e.s,0,0,0,186,0,0,0,6,0,192,0,0,186,186
105,Nauru,Non-energy use,0,0,0,2,0,0,0,0,0,2,0,0,2,2
106,Vanuatu,Primary production,0,0,0,0,0,840,0,70,0,909,909,0,0,840
107,Vanuatu,Imports,0,0,0,2965,0,0,0,0,0,2965,0,0,2965,2965
108,Vanuatu,Exports,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Vanuatu,International marine bunkers,0,0,0,-222,0,0,0,0,0,-222,0,0,-222,-222
110,Vanuatu,International aviation bunkers,0,0,0,-348,0,0,0,0,0,-348,0,0,-348,-348
111,Vanuatu,Stock changes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Vanuatu,Total energy supply,0,0,0,2395,0,840,0,70,0,3304,909,0,2395,3235
113,Vanuatu,Statistical differences,0,0,0,0,0,0,0,0,0,0,70,0,0,0
114,Vanuatu,Transfers and recycled products,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Vanuatu,Transformation,0,0,0,-621,0,-25,0,227,0,-419,-25,0,-621,-646
116,Vanuatu,Electricity  CHP & Heat Plants,0,0,0,-621,0,-8,0,227,0,-402,-8,0,-621,-629
117,Vanuatu,Electricity Plants,0,0,0,-621,0,-8,0,227,0,-402,-8,0,-621,-629
118,Vanuatu,CHP plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Vanuatu,Heat plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Vanuatu,Coke ovens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Vanuatu,Briquetting plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Vanuatu,Liquefaction plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Vanuatu,Gas works,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Vanuatu,Blast furnaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Vanuatu,NGL & gas blending,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Vanuatu,Oil refineries,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Vanuatu,Other transformation,0,0,0,0,0,-17,0,0,0,-17,-17,0,0,-17
128,Vanuatu,Energy industries own use,0,0,0,0,0,0,0,-7,0,-7,0,0,0,0
129,Vanuatu,Losses,0,0,0,0,0,0,0,-21,0,-21,0,0,0,0
130,Vanuatu,Final consumption,0,0,0,1774,0,815,0,269,0,2858,815,0,1774,2589
131,Vanuatu,Final Energy Consumption,0,0,0,1683,0,815,0,269,0,2767,815,0,1683,2498
132,Vanuatu,Manufacturing  const. and mining,0,0,0,0,0,0,0,103,0,103,0,0,0,0
133,Vanuatu,Iron and steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vanuatu,Chemical and petrochemical,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Vanuatu,Non-ferrous metals,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Vanuatu,Non-metallic minerals,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Vanuatu,Transport equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Vanuatu,Machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Vanuatu,Mining and quarrying,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Vanuatu,Food and tobacco,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Vanuatu,Paper  pulp and printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Vanuatu,Wood and wood products,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Vanuatu,Textile and leather,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Vanuatu,Construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Vanuatu,Industry n.e.s,0,0,0,0,0,0,0,103,0,103,0,0,0,0
146,Vanuatu,Transport,0,0,0,1619,0,0,0,0,0,1619,0,0,1619,1619
147,Vanuatu,Road,0,0,0,1458,0,0,0,0,0,1458,0,0,1458,1458
148,Vanuatu,Rail,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Vanuatu,Domestic aviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Vanuatu,Domestic navigation,0,0,0,161,0,0,0,0,0,161,0,0,161,161
151,Vanuatu,Pipeline transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Vanuatu,Transport n.e.s,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Vanuatu,Other Consumption,0,0,0,64,0,815,0,166,0,1045,815,0,64,879
154,Vanuatu,Agriculture  forestry and fishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,Commerce and public services,0,0,0,0,0,0,0,69,0,69,0,0,0,0
156,Vanuatu,Households,0,0,0,64,0,815,0,93,0,971,815,0,64,879
157,Vanuatu,Other consumption n.e.s,0,0,0,0,0,0,0,5,0,5,0,0,0,0
158,Vanuatu,Non-energy use,0,0,0,91,0,0,0,0,0,91,0,0,91,91
159,Palau,Primary production,0,0,0,0,0,0,0,7,0,7,7,0,0,0
160,Palau,Imports,0,0,0,3659,0,0,0,0,0,3659,0,0,3659,3659
161,Palau,Exports,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Palau,International marine bunkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Palau,International aviation bunkers,0,0,0,-618,0,0,0,0,0,-618,0,0,-618,-618
164,Palau,Stock changes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Palau,Total energy supply,0,0,0,3041,0,0,0,7,0,3049,8,0,3041,3041
166,Palau,Statistical differences,0,0,0,0,0,0,0,0,0,0,7,0,0,0
167,Palau,Transfers and recycled products,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Palau,Transformation,0,0,0,-1075,0,0,0,340,0,-735,0,0,-1075,-1075
169,Palau,Electricity  CHP & Heat Plants,0,0,0,-1075,0,0,0,340,0,-735,0,0,-1075,-1075
170,Palau,Electricity Plants,0,0,0,-1075,0,0,0,340,0,-735,0,0,-1075,-1075
171,Palau,CHP plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Palau,Heat plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Palau,Coke ovens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Palau,Briquetting plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Palau,Liquefaction plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Palau,Gas works,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Palau,Blast furnaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Palau,NGL & gas blending,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Palau,Oil refineries,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Palau,Other transformation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Palau,Energy industries own use,0,0,0,0,0,0,0,-18,0,-18,0,0,0,0
182,Palau,Losses,0,0,0,0,0,0,0,-40,0,-40,0,0,0,0
183,Palau,Final consumption,0,0,0,1966,0,0,0,290,0,2256,0,0,1966,1966
184,Palau,Final Energy Consumption,0,0,0,1926,0,0,0,290,0,2216,0,0,1926,1926
185,Palau,Manufacturing  const. and mining,0,0,0,0,0,0,0,22,0,22,0,0,0,0
186,Palau,Iron and steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Palau,Chemical and petrochemical,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Palau,Non-ferrous metals,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Palau,Non-metallic minerals,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Palau,Transport equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Palau,Machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Palau,Mining and quarrying,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Palau,Food and tobacco,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Palau,Paper  pulp and printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Palau,Wood and wood products,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Palau,Textile and leather,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Palau,Construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Palau,Industry n.e.s,0,0,0,0,0,0,0,22,0,22,0,0,0,0
199,Palau,Transport,0,0,0,1834,0,0,0,0,0,1834,0,0,1834,1834
200,Palau,Road,0,0,0,545,0,0,0,0,0,545,0,0,545,545
201,Palau,Rail,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Palau,Domestic aviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Palau,Domestic navigation,0,0,0,1289,0,0,0,0,0,1289,0,0,1289,1289
204,Palau,Pipeline transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Palau,Transport n.e.s,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Palau,Other Consumption,0,0,0,92,0,0,0,268,0,361,0,0,92,92
207,Palau,Agriculture  forestry and fishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Palau,Commerce and public services,0,0,0,0,0,0,0,158,0,158,0,0,0,0
209,Palau,Households,0,0,0,92,0,0,0,85,0,177,0,0,92,92
210,Palau,Other consumption n.e.s,0,0,0,0,0,0,0,25,0,25,0,0,0,0
211,Palau,Non-energy use,0,0,0,40,0,0,0,0,0,40,0,0,40,40
212,Kiribati,Primary production,0,0,0,0,0,545,0,18,0,563,563,0,0,545
213,Kiribati,Imports,0,0,0,1048,0,0,0,0,0,1048,0,0,1048,1048
214,Kiribati,Exports,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Kiribati,International marine bunkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Kiribati,International aviation bunkers,0,0,0,-27,0,0,0,0,0,-27,0,0,-27,-27
217,Kiribati,Stock changes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Kiribati,Total energy supply,0,0,0,1020,0,545,0,18,0,1583,563,0,1020,1565
219,Kiribati,Statistical differences,0,0,0,0,0,0,0,0,0,0,18,0,0,0
220,Kiribati,Transfers and recycled products,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Kiribati,Transformation,0,0,0,-305,0,-11,0,96,0,-219,-11,0,-305,-316
222,Kiribati,Electricity  CHP & Heat Plants,0,0,0,-305,0,0,0,96,0,-209,0,0,-305,-305
223,Kiribati,Electricity Plants,0,0,0,-305,0,0,0,96,0,-209,0,0,-305,-305
224,Kiribati,CHP plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Kiribati,Heat plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Kiribati,Coke ovens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Kiribati,Briquetting plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Kiribati,Liquefaction plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Kiribati,Gas works,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Kiribati,Blast furnaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Kiribati,NGL & gas blending,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Kiribati,Oil refineries,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Kiribati,Other transformation,0,0,0,0,0,-11,0,0,0,-11,-11,0,0,-11
234,Kiribati,Energy industries own use,0,0,0,0,0,0,0,-5,0,-5,0,0,0,0
235,Kiribati,Losses,0,0,0,0,0,0,0,-17,0,-17,0,0,0,0
236,Kiribati,Final consumption,0,0,0,715,0,534,0,93,0,1342,534,0,715,1249
237,Kiribati,Final Energy Consumption,0,0,0,711,0,534,0,93,0,1338,534,0,711,1245
238,Kiribati,Manufacturing  const. and mining,0,0,0,9,0,0,0,8,0,17,0,0,9,9
239,Kiribati,Iron and steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Kiribati,Chemical and petrochemical,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Kiribati,Non-ferrous metals,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Kiribati,Non-metallic minerals,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Kiribati,Transport equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Kiribati,Machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Kiribati,Mining and quarrying,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Kiribati,Food and tobacco,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Kiribati,Paper  pulp and printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Kiribati,Wood and wood products,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Kiribati,Textile and leather,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Kiribati,Construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Kiribati,Industry n.e.s,0,0,0,9,0,0,0,8,0,17,0,0,9,9
252,Kiribati,Transport,0,0,0,449,0,0,0,0,0,449,0,0,449,449
253,Kiribati,Road,0,0,0,353,0,0,0,0,0,353,0,0,353,353
254,Kiribati,Rail,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Kiribati,Domestic aviation,0,0,0,36,0,0,0,0,0,36,0,0,36,36
256,Kiribati,Domestic navigation,0,0,0,60,0,0,0,0,0,60,0,0,60,60
257,Kiribati,Pipeline transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Kiribati,Transport n.e.s,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Kiribati,Other Consumption,0,0,0,253,0,534,0,85,0,872,534,0,253,787
260,Kiribati,Agriculture  forestry and fishing,0,0,0,119,0,0,0,0,0,119,0,0,119,119
261,Kiribati,Commerce and public services,0,0,0,32,0,0,0,46,0,78,0,0,32,32
262,Kiribati,Households,0,0,0,102,0,534,0,38,0,675,534,0,102,636
263,Kiribati,Other consumption n.e.s,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Kiribati,Non-energy use,0,0,0,4,0,0,0,0,0,4,0,0,4,4
265,Cook Islands,Primary production,0,0,0,0,0,0,0,36,0,36,36,0,0,0
266,Cook Islands,Imports,0,0,0,1552,0,0,0,0,0,1552,0,0,1552,1552
267,Cook Islands,Exports,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Cook Islands,International marine bunkers,0,0,0,-65,0,0,0,0,0,-65,0,0,-65,-65
269,Cook Islands,International aviation bunkers,0,0,0,-338,0,0,0,0,0,-338,0,0,-338,-338
270,Cook Islands,Stock changes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Cook Islands,Total energy supply,0,0,0,1149,0,0,0,36,0,1185,36,0,1149,1149
272,Cook Islands,Statistical differences,0,0,0,0,0,0,0,0,0,0,36,0,0,0
273,Cook Islands,Transfers and recycled products,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Cook Islands,Transformation,0,0,0,-322,0,0,0,104,0,-219,0,0,-322,-322
275,Cook Islands,Electricity  CHP & Heat Plants,0,0,0,-322,0,0,0,104,0,-219,0,0,-322,-322
276,Cook Islands,Electricity Plants,0,0,0,-322,0,0,0,104,0,-219,0,0,-322,-322
277,Cook Islands,CHP plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Cook Islands,Heat plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Cook Islands,Coke ovens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Cook Islands,Briquetting plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Cook Islands,Liquefaction plants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Cook Islands,Gas works,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Cook Islands,Blast furnaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Cook Islands,NGL & gas blending,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Cook Islands,Oil refineries,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Cook Islands,Other transformation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Cook Islands,Energy industries own use,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Cook Islands,Losses,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Cook Islands,Final consumption,0,0,0,827,0,0,0,139,0,966,0,0,827,827
290,Cook Islands,Final Energy Consumption,0,0,0,827,0,0,0,139,0,966,0,0,827,827
291,Cook Islands,Manufacturing  const. and mining,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Cook Islands,Iron and steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Cook Islands,Chemical and petrochemical,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Cook Islands,Non-ferrous metals,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Cook Islands,Non-metallic minerals,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Cook Islands,Transport equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Cook Islands,Machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Cook Islands,Mining and quarrying,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Cook Islands,Food and tobacco,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Cook Islands,Paper  pulp and printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Cook Islands,Wood and wood products,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Cook Islands,Textile and leather,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Cook Islands,Construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Cook Islands,Industry n.e.s,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Cook Islands,Transport,0,0,0,827,0,0,0,0,0,827,0,0,827,827
306,Cook Islands,Road,0,0,0,353,0,0,0,0,0,353,0,0,353,353
307,Cook Islands,Rail,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Cook Islands,Domestic aviation,0,0,0,85,0,0,0,0,0,85,0,0,85,85
309,Cook Islands,Domestic navigation,0,0,0,97,0,0,0,0,0,97,0,0,97,97
310,Cook Islands,Pipeline transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0
